External23 00034.wav,嗯交易愉快。
External23 00035.wav,
External23 00036.wav,啊你怎么会知道我们要过来。
External23 00037.wav,无理的家伙。
External23 00038.wav,好久没有和别人一起冒险了。我们走吧。
External23 00039.wav,嗯这种传说你应该不知道吧？看在你是旅行者的份上，我就倒没发生过好了。
External23 00040.wav,噢你能在这绝云间安全行走。我知道了。
External23 00041.wav,
External23 00042.wav,啊那个人是读得懂这封信的。
External23 00043.wav,嘿嘿嘿嘿嘿嘿嘿。哈哈
External23 00044.wav,嗯
External23 00045.wav,向你致敬，荣誉其事。
External23 00046.wav,没事没事。忙里偷闲只是想来小酌两杯，没有别的意思。
External23 00047.wav,是这样吗？嗯该不会你被他的什么花言巧语骗了吧？
External23 00048.wav,不过使团那边施加的压力也已经达到了很难无视的地步。
External23 00049.wav,
External23 00050.wav,你果然还是追上来了。没办法。唉怎么是个小姑娘？
External23 00051.wav,而且要付出三倍，不10倍的代价。
External23 00052.wav,喂你有本事别逃。呀
External23 00053.wav,以见为实。
External23 00054.wav,嗯不错，一切正常。
External23 00055.wav,唉
External23 00056.wav,神之眼是我最重要的实验器材，就就是实验器材，啊没有了神之眼，很多跟元素相关的实验就没办法进行了。你说战斗噢偶尔吧去野外找材料的时候，偶尔会用到。
External23 00057.wav,你能听懂我的意思吧？
External23 00058.wav,总之我还要把怪鸟要回蒙德成就先走一步了。
External23 00059.wav,还能还能帮你收拾屋子呢。
External23 00060.wav,唉
External23 00061.wav,不过没想到原来你也不是没有战斗能力的路人。
External23 00062.wav,啊怎么办？万一被迪洛克大人看到了，岂不是就。
External23 00063.wav,天命既定。
External23 00064.wav,唉
External23 00065.wav,今年的收成应该会不错吧。
External23 00066.wav,到时候万一有小偷作案怎么办？
External23 00067.wav,迪卢克是一位非常可敬的前辈，虽然我们选择的道路不同，但这份共通的守护蒙德的心意，我能感受得到。
External23 00068.wav,宋先顶一需要物资，也需要人在码头附近我们可以雇到一些不错的帮工。
External23 00069.wav,
External23 00070.wav,4万先生。你在等我吗？难道城里出了什么事？
External23 00071.wav,亲病倒的事我已经听说了，我应该代表骑士团的大家向你们表示感谢。
External23 00072.wav,经过提纯后的冰五花，确实有很强的吸引力。
External23 00073.wav,所以拜托老板与掌柜收留一段时。
External23 00074.wav,并非针对只是报恩而已，路见不平，拔刀相助，再正常不过了。
External23 00075.wav,唉
External23 00076.wav,等一等捕风的异乡人。
External23 00077.wav,但可惜要是不在我这里，你们还是去找下一个人看看吧。
External23 00078.wav,嗯本来以为我的野猪王在争夺地盘的决斗后，负伤的胜者刚刚长好的那块新鲜的肉是不会输的。
External23 00079.wav,啊怎么着。
External23 00080.wav,嗯真是呛人的气味。看不出来年纪轻轻的你会喜欢这种菜。
External23 00081.wav,
External23 00082.wav,我想想得再往上加点，否则我不干。
External23 00083.wav, Yeah. 
External23 00084.wav,篮球球赛呀求求啊。
External23 00085.wav,不是什么弩枪，是归钟基。还有在提问前先报上自家姓名，这是礼仪。
External23 00086.wav,不过我们还是进酒馆打听看看吧，说不定会有什么意外呢。
External23 00087.wav,旅行者你怎么说？
External23 00088.wav,长飞你们。
External23 00089.wav,琪琪好像陷入了思考。
External23 00090.wav,当然如果不是真正先人。
External23 00091.wav,那你一定已经知道袁翠树枝该怎么使用了。
External23 00092.wav,哈哈哈
External23 00093.wav,呵呵呵
External23 00094.wav,安博姐姐是好人，吐吐伯爵摸起来也是毛茸茸的，而且还会爆炸。太棒了。
External23 00095.wav,
External23 00096.wav,有两下子。
External23 00097.wav,啊我都听我兄弟说了，谢谢你们谢谢你们大家我兄弟。
External23 00098.wav,原来背后是你们在捣鬼。
External23 00099.wav,不不不不我们肯定是仙石啊你们肯定是仙石。
External23 00100.wav,
External23 00101.wav,
External23 00102.wav,人们所说的七神，更本源的称谓是陈氏七执政。
External23 00103.wav,都差不多了。毕竟是猫尾酒馆的老板娘。
External23 00104.wav,
External23 00105.wav,
External23 00106.wav,喂喂你这就走了，什么都还没搞清楚呢。
External23 00107.wav,嘿他手里拿着的是什么？
External23 00108.wav,玩笑到此为止。这次的事情真是谢谢二位了，帮了很大的忙。
External23 00109.wav,快我们赶紧过去吧。
External23 00110.wav,不过关于艾叶英雄，希望你们能抽空来骑士团再聊一聊。
External23 00111.wav,这是为了避免出现骑士团的目击证人。
External23 00112.wav,那可不行。詹新树是用来洞察真实，观测命运的严肃知识，可不是用来打杂的。
External23 00113.wav,我在想一切结束以后，我要把这些都写进歌里。
External23 00114.wav,命运在此显现。
External23 00115.wav,我可不能被这些杂碎拖住了脚步，就麻烦你处理一下了。
External23 00116.wav,最好能找一个有过制香经验的熟手。不过我认识的人里几乎没有会亲自动手熬制香糕的。
External23 00117.wav,感觉更加游刃有余了。评定所的事情，件数的事情，甚至都有空尝试一些新的事情了。要来试试最近学做的点心吗？
External23 00118.wav,你发现拉快跑。
External23 00119.wav,我们没时间听故事了，再帮忙好好想想有没有什么线索吗？
External23 00120.wav,
External23 00121.wav,如果你们在蒙德周边逗留，也希望能够帮忙留意一下。
External23 00122.wav,嘿嘿高兄行。
External23 00123.wav,不过黄金屋现在被七星征用，大概会比平常更难抢吧。
External23 00124.wav,好。啦
External23 00125.wav,那巴巴拉平时喜欢喝什么呢？
External23 00126.wav,而且兵之神统帅的愚人重觊觎着风神眷属的力量。
External23 00127.wav,
External23 00128.wav,旅行者也是很厉害的。
External23 00129.wav,你又没带钱吗？周礼。
External23 00130.wav,
External23 00131.wav,嗯你认真点了卡亚。
External23 00132.wav,嘿嘿小姑娘跟你们在一起的，可是名震盟德的大探险家斯坦利。呀
External23 00133.wav, MHM嗯
External23 00134.wav,唉
External23 00135.wav,
External23 00136.wav,也请多多与你的伙伴相互合作吧，向着星辰与深渊。
External23 00137.wav,哈哈哈想要纪念品，啊放心放心，这里肯定有丽莎小姐注意的。
External23 00138.wav,好的。那这边这位客人还需要点什么呢？
External23 00139.wav,走了是好酒的声音。
External23 00140.wav,
External23 00141.wav,其实我没有刻意去听，耳朵也快听出茧来了。
External23 00142.wav,他冒险家不能以那种方式死去，不能。
External23 00143.wav,神之也，也是一种契约。须知一切力量皆有其待者，1000种权利伴随着1000种责任。
External23 00144.wav,你们更应该得到一些教训。
External23 00145.wav,不过城里的大家精神都不太好的样子。
External23 00146.wav,因为每天协会都会受到很多委托，如果不是各位冒险家鼎力相助，是肯定没办法完成的。
External23 00147.wav,了解。男生时和侠生时是吧？
External23 00148.wav,既然如此，我们就这样讲定了。
External23 00149.wav,把这个击破，就可以回去休息了吧。
External23 00150.wav,唉都是为了女儿。
External23 00151.wav,唉真是奇怪的占有欲。
External23 00152.wav,原来那本书已经逾期了吗？我还一直带在身上呢。
External23 00153.wav,你的努力鸣肖灯是会记住的。等到新年第一次月圆辞旧迎新之时，你的愿望也会。
External23 00154.wav,听说虎牢山的石破中封存了不少稀奇古怪的东西，嗯会不会也有一些历史传说中的要挟呢？啊真想见识见识。
External23 00155.wav,净化泪滴结晶已经是帮忙了。我很感激。
External23 00156.wav,嗯虽然我不知道该怎么办，但我会努力的。
External23 00157.wav,不是狼群，好像是邱秋人部落在袭击火车。
External23 00158.wav,数量不止两条，大小的话，这一批大概有。
External23 00159.wav,那么在我来这里之前，早已潜伏的你有听见什么吗？
External23 00160.wav,在璃月像网生堂这样的产业，总是不得不接触一些道上的生意。
External23 00161.wav,别在意几个强盗而已。
External23 00162.wav,实际上深渊教团的怪物们是侵扰着蒙德的威胁，最近格外活跃。
External23 00163.wav, Yeah. 
External23 00164.wav,爸爸来抽样。
External23 00165.wav, You. 
External23 00166.wav,居然有人直接把葡萄汁拿来喝，明明只需少许10日就能变成家酿呢，真是不懂浪漫。
External23 00167.wav,呃或者我也知道一家不错的酒馆呢。
External23 00168.wav,这是深渊教团对安爷英雄下的战术。
External23 00169.wav,我觉得应该去和他道歉的，毕竟做错了事。嘛
External23 00170.wav,辣椒。
External23 00171.wav,哇这个什么导光仪式，真的有用。
External23 00172.wav,也是无根水，是最纯净的水。对驱邪除魔大有帮助。
External23 00173.wav,谢谢
External23 00174.wav,水中画院。
External23 00175.wav,嗨呀 Yeah. 
External23 00176.wav,
External23 00177.wav,这是惩罚。
External23 00178.wav,不知在遥远彼方的扈从务虚担心冒险家协会的大家。
External23 00179.wav,比如不允许双人共用一家风之翼，不允许携带超规格证物起飞，不允许使用风史莱姆起飞什么什么的。
External23 00180.wav,我居然沦落到如此闲散的地步。可笑。
External23 00181.wav,
External23 00182.wav,尤其是别让骑士团的人知道了我的行动。
External23 00183.wav,比如说天空之琴，借助它的力量，我可以让封魔龙。
External23 00184.wav,就算再怎么仓促，一日三餐也不能应付，不可以吃来历不明的东西，也不能光吃肉不吃蔬菜。对了。尽量不要喝冷水。对不好？嗯你不会再想，因为太麻烦，所以还是交给诺贝尔吧。 I如果你真的这么想，好吧？还是交给我来吧。
External23 00185.wav,闫王娣军虽是众仙之祖，但说到底也算是先人之一。纵观李悦数千年的历史，仙人纷纷离去，这是不可挽回的趋势。
External23 00186.wav,唉借阅图书请自觉登记。镜叔区书记赞不爱借？
External23 00187.wav,啊那我要提醒你。
External23 00188.wav,如果我没再喝酒的话，真想加入你们。
External23 00189.wav,从这里就能看到一座。
External23 00190.wav,
External23 00191.wav,
External23 00192.wav, Good. 
External23 00193.wav,不用等我先去休息吧。嗯有这么不放心吗？实验已经在收尾了，不会熬夜的。真的。
External23 00194.wav,东沣芝龙，南风之诗，北风之狼，溪风之音。
External23 00195.wav,从痕迹来看，确实是被偷走的可能性比较大呢。
External23 00196.wav,噢好的。没问题，丽莎小姐。
External23 00197.wav,当然毕竟是救命恩人。嘛
External23 00198.wav,不行不行不行。这可不行。
External23 00199.wav,确实只差一点点了。
External23 00200.wav,就放心交给我吧，只好旅行者也在我们一起追上去，把这只怪鸟抓捕归案吧。
External23 00201.wav, Huh
External23 00202.wav,提纯冰雾花算是我独创的手艺。在我写进书里之前还请务必保密。
External23 00203.wav,不对吧，那样真的能解决问题吗？
External23 00204.wav,据说他的脚吸收了阎王必君言之利的神髓，曾是整个璃月最坚硬的东西。
External23 00205.wav,毕竟我只是个普通商人，也不得等奇珍异宝。
External23 00206.wav,刚才的光芒是二号叶博士发出的吧？
External23 00207.wav,前面就是侵权证了，周围一定有关于怪鸟的线索。
External23 00208.wav,我的力气还不够啊。
External23 00209.wav,哇这个出价有点贵，啊可不可以看在这位拯救蒙德的英雄的面子上稍微便宜一点？
External23 00210.wav,二细心扎在研究完毕。陈青团长发现之前拍喽。
External23 00211.wav,关于暗夜英雄，霍夫曼好像有什么话想说的样子。
External23 00212.wav,没错，这可是猎鹿人的保留菜品，是烈路人的骄傲。
External23 00213.wav,请你们帮我收集几株回来吧，我在这里做些其他准备。
External23 00214.wav,作为替代神灵的魔力器官与天空岛共鸣相连，也就是神之心了。
External23 00215.wav,善后工作。蒙德城这边发生什么了吗？
External23 00216.wav,啊变强了吗？并且是什么呢？
External23 00217.wav,是个香味是。
External23 00218.wav,
External23 00219.wav,刚才还有没有目击到什么有用的情报？
External23 00220.wav,成功抓住怪鸟了。
External23 00221.wav,老板我全要了。
External23 00222.wav,这次一定没问题。
External23 00223.wav,说什么这这种只有我不明白的气氛。
External23 00224.wav,想不通就打扁了。
External23 00225.wav,我们是被当成是太原了吗？
External23 00226.wav,/一，还能这么长时间的停在高空吗？
External23 00227.wav,契约之神的事情，听说过吗？他的记性很好，每位对手的名字离港船局建成以来，制造的每一艘船起航的日子都不曾忘却。毕竟有这样的记忆力才能铭记一切契约。然而气性很好，有时是令人不快的事。
External23 00228.wav,跑着。
External23 00229.wav,精彩到令人难以置信的冒险，只属于海盗的浪漫。不是吗？
External23 00230.wav,
External23 00231.wav,当心啊。
External23 00232.wav,小时候我有两个好朋友，我们无话不说，本来我以为我对他们了解得一清二楚，但后来发生了一些事，我突然就看不透他们了。他们现在在哪在做什么，还记不记得我？She She我都不知道。就算再好的朋友也会变成这样呢。
External23 00233.wav,啊
External23 00234.wav,为什么？你不是为了报答长久爷吗？
External23 00235.wav,
External23 00236.wav,少爷，抱歉打断你。但姥爷那边。
External23 00237.wav,
External23 00238.wav,懂我意思。我是知道的。
External23 00239.wav,油嘴滑舌。
External23 00240.wav,
External23 00241.wav,别跟我说你老实，你这就是笨。
External23 00242.wav,唉准备好了吗？
External23 00243.wav,嘿嘿我说的对吧？
External23 00244.wav,行动起来吧，我们不该在这里停留。
External23 00245.wav,没有一点都没弄坏啊。
External23 00246.wav,蒙德的龙灾是可以处理的。只要让我们把那头野兽。
External23 00247.wav,那个奔狼领的白发少年。噢是吗？是被狼养大的。呀怪不得呢他身上的气息令人怀念。
External23 00248.wav,今天城里的风车转的好快，唉你说如果在小动物背上也装一个像风车一样的东西，会让他们跑得更快呢，还是会飞起来呢。
External23 00249.wav,说的也是呢那我们一起找找路吧。
External23 00250.wav,啊
External23 00251.wav,没记错的话，那个旅行家好像是叫做斯坦利。
External23 00252.wav,辛苦了。想要来点音乐放松一下吗？谁想娶？还是小叶去。
External23 00253.wav,这是一个纪念英雄的节日。夜海的明灯会引导英皇归乡。
External23 00254.wav,是嫌烦。嫌犯居然还干活，案发现场抓住他支援呼叫支援。
External23 00255.wav,等两位全部收购完成之后，就可以去飞云商会的仓库看好戏了。
External23 00256.wav,那是自然。
External23 00257.wav,你有没有听过一种来自于乐的排泄？一般是4个人玩，你们两个人就能玩了。
External23 00258.wav,这类依靠汲取元素力量为生的生物，完全抵抗不了他的诱惑。
External23 00259.wav,准备好，最后冲刺了。
External23 00260.wav,食材很新鲜呢，不愧是猎鹿人，只是感觉只吃沙拉的话，客人还是欠缺了点味道。
External23 00261.wav,这个啊蓬蓬软软的穿起来很舒服，噢特别能彰显小女孩噢不女士的可爱。
External23 00262.wav,唉看来真是很久没死了，怎么有这么多蜘蛛啊。
External23 00263.wav,想知道的话，就先帮我个小忙吧。
External23 00264.wav,说的那么好听，其实还是你自己不想去啊。
External23 00265.wav,呵
External23 00266.wav,二位这边请我来带路。
External23 00267.wav,
External23 00268.wav,唉
External23 00269.wav,看我的眼睛怎么了？听他呀说，人的眼睛会出卖自己，他只看眼睛就知道那人说的是不是真话，嗯我喜欢原土司，应该是真话，因为你只要是吃的好像什么都喜欢。嗯嗯说起来上一个见过的眼神充满热情的是是啊一系首位，让人很想戳下去。
External23 00270.wav,不在场证明。那是什么意思呢？
External23 00271.wav,唉
External23 00272.wav,的确替君欲赐了。
External23 00273.wav,听凭风影吧。
External23 00274.wav,噢噢神霄折几路？嗨我就说咱古华派的小子怎么突然没影了，还以为他是个小毛贼呢。
External23 00275.wav,别看见了，快躲起来。
External23 00276.wav,不是老板娘。是老板。
External23 00277.wav,
External23 00278.wav,风声呢，请保佑他平安归来。
External23 00279.wav,唉什么什么？有什么好玩的事情吗？我也想听。
External23 00280.wav,当红新人，噢原来就是你啊。
External23 00281.wav,噢
External23 00282.wav,嗯
External23 00283.wav,说出来怕你们不信，这两件武器现在都还藏在蒙德境内，就在打打不怕苦。
External23 00284.wav,如你所愿。
External23 00285.wav,唉
External23 00286.wav,可是治安刑诉的研究要怎么办？不对。首先连住的地方都没有。
External23 00287.wav,还好先生慈悲，太像你们这两位先师打酒。
External23 00288.wav,好了。我也休息够了，那我们就一口气走到蒙德成去吧。
External23 00289.wav,咕咕咕、嗯有鸽子吗？不对了，是我饿了。嗯现在我要抽一位旅行者来为我做一份蜜椒胡萝卜煎肉，到底是哪位旅行者这么幸运呢？
External23 00290.wav,
External23 00291.wav,总而言之，只要努力就能换到好吃的，对吧？
External23 00292.wav,离塞根本无法下咽。
External23 00293.wav,就这点。那就没办法了。
External23 00294.wav,看我成功开溜。嗯失败了。
External23 00295.wav,嗯
External23 00296.wav,可是狄卢克老爷家里好像确实摆着一个华丽的花瓶。
External23 00297.wav,不能再犹豫下去了。除了飞行以外，没有第二种越过断崖的方法。
External23 00298.wav,啊呀
External23 00299.wav,真的要叫听起来这么恐怖的东西进去吗？
External23 00300.wav,来之前没听说做的事，而且我还帮了忙。
External23 00301.wav,哈哈关键是如果那样热情奔放的就不是侵权，而是在洗澡的人了吧。
External23 00302.wav,走吧。前往下一个目标。
External23 00303.wav,萌萌的。
External23 00304.wav,要去哪里？
External23 00305.wav,这么多年了，这领导也不知道被借走了多少次。
External23 00306.wav, Huh远远比不上我珍藏的华丽齐聚。呀
External23 00307.wav,
External23 00308.wav,嗯看来大战之后你不仅是实力成长了，还具备了骑士幽默的美德。
External23 00309.wav,哇听起来你们两边都不疯狂的。
External23 00310.wav,旅途中还请小心。
External23 00311.wav,嗯我们去去就来。
External23 00312.wav,
External23 00313.wav,向着星辰与深渊。欢迎来到冒险家协会。
External23 00314.wav,宝藏。呃还有寻宝记。
External23 00315.wav,嗯
External23 00316.wav,那是这座港口的最高点，听起来就很适合于天生沟通。
External23 00317.wav,那么丽莎之后的研究调查就交给你了。
External23 00318.wav,可是可是。
External23 00319.wav,不认识，虽然也是红色，但是没有那个人那么tough。
External23 00320.wav,这里的天空和故乡的天空是连成一片的，抬头看见雪一样的月光，就能想到老家的人们也能看见同一个月亮，不知道弟弟妹妹他们有没有变成出色的战士呢？
External23 00321.wav,嗯
External23 00322.wav,难得在陆地上逗留那么久，居然有点不习惯了。
External23 00323.wav,很抱歉，今天你完成的委托数量还不够呢。
External23 00324.wav,用那个操作台就可以打开大门。
External23 00325.wav,嗯你们已经见过笑了。
External23 00326.wav,哈哈哼开玩笑的。我们继续说正事。
External23 00327.wav,我的占卜术说了你也不明白，啊不过给你解释一下也不是不行，果使用的是水摘树，是机油星空映射在水面上的幻象进行推演的占卜术，以水中幻象倒映虚假之天，以此来窥探着世界的真实。Oh这是那个老太婆唯一一个正经的研究成果。
External23 00328.wav,我已将玉石界价值千金的秘密告诉了你们，剩下就是实践了。
External23 00329.wav,食材的鲜度是不等人的。
External24 00001.wav,杰克在南风之时的妙语，别忘了。
External24 00002.wav,
External24 00003.wav,嗯听着不像是本地人的名字。
External24 00004.wav,唉天要亡我，啊天要我和我唉嗯嗯嗯
External24 00005.wav,嘿嘿这下也英雄之谜终于解开了。
External24 00006.wav,等手套的问题解决了，我们再好好聊聊吧。
External24 00007.wav,请等一下。我不是前沿军，也不是前来缉拿你们的捕快。
External24 00008.wav,哈你嘲笑我的资本。
External24 00009.wav,呵
External24 00010.wav,嗯
External24 00011.wav,这样吧我们一马归一马，你剩的这些钱我都先收了，然后。
External24 00012.wav,领悟了这些武技剿灭天下要挟的愿望，或许就能达成了。你一路相助，我当然敏感在心，今后赴汤蹈火，在所不辞。
External24 00013.wav,狼很神秘的，一般哪有机会看到。
External24 00014.wav,
External24 00015.wav,我的名字叫做可丽。
External24 00016.wav,统治璃月的七星总是对我们抱有过多的怀疑。
External24 00017.wav,蒲公英骑士，那不是说情的吗？
External24 00018.wav,说起来刚才那个人消失不见了。
External24 00019.wav,呵呵。难道是把钟离先生护人成杀手了？
External24 00020.wav,前面看起来没路走了，那家伙到底会躲在哪呢？
External24 00021.wav,
External24 00022.wav,刚才他们提到的冒材工，这名号我也听过，他的宅子在璃月港很显眼，拜托你们去打探一些线索吧。
External24 00023.wav,然后然后我就用嗯有请假把真品转让给你。
External24 00024.wav,大家应该都在努力着，那我们也不能偷懒，对吧？
External24 00025.wav,那大人呢，我们去酒馆找几个大人打听打听吧。
External24 00026.wav,我是七星之天全赢光。要做个交易吗？你来做我的贴身侍卫，而我会教导你在李悦出人头地的技巧。
External24 00027.wav,嗯我记得他说，你当被关在这座虎牢山上的琥珀里，而且他们是顺着山路一路向上的。
External24 00028.wav,啊对，是这个名字。钟里怎么什么都知道。所以先祖法退是被器形藏起来了吗？可凶手不是还没有调查清楚。
External24 00029.wav,在这千年以来，我猎杀过数以万计的愿还不想惹上麻烦，就离我远点，把我当做工具就好。
External24 00030.wav,命运倒映水中。
External24 00031.wav,可让你讲话吗？
External24 00032.wav,蒙德城里有一间空着的魔法实验室，但被不知道什么人施加了一个封印。
External24 00033.wav,毕竟这不仅是暗夜英雄一个人的事，也是整个蒙德成的事。
External24 00034.wav,忘记帮白先生分解药材了。
External24 00035.wav,
External24 00036.wav,听行不大爷说，罪犯都喜欢回案发地点看看，罪犯的心理就是这样。
External24 00037.wav,啊
External24 00038.wav,然后秦团长的理由是责任吧？
External24 00039.wav,这个嘛是因为我之前试图与特瓦林交流，但却被嗯打断了。
External24 00040.wav,哪里都有。
External24 00041.wav,这样吧先去找大厨要一份杏仁豆腐，再加上一道你拿手的菜。
External24 00042.wav,我去望风。走了叫我。
External24 00043.wav,观察，难道我的伙伴做了什么奇怪的事吗？
External24 00044.wav,很多英雄故事也都是这样写的。不是吗？
External24 00045.wav,劳逸结合是不错，但也别放松过头。
External24 00046.wav,嗯总而言之是旅行者对吧？
External24 00047.wav,我想起来了，我把它和我的心宝物都藏在风起地了。
External24 00048.wav,啊
External24 00049.wav,这种飘飘然地感觉，嗨呃难道就是风之元素的真谛？
External24 00050.wav,我很好奇为什么他做的布偶名字叫兔兔伯爵呢？和兔子没什么关系吧。噢你说头上的发带很像兔耳朵，有道理，但其实这是刻板印象，也有很多兔子耳朵是垂下来的。
External24 00051.wav,肯定和那个跟龙说话的怪人有关系。
External24 00052.wav,菲希尔给人的感觉很不一样呢，比如说比如说和一只会说话的乌鸦一起行动，嗯那我和潘萌一起旅行也差不多吧。不过奥兹还能当菲希尔的翻译，但拍门的话，嗯什么我可比乌鸦厉害多了。比如说嗯嗯嗯比如说我不用翅膀也能飞。
External24 00053.wav,啊
External24 00054.wav, Yeah. 
External24 00055.wav,蒙德城里落单的渔人众成员，要多少就有多少。
External24 00056.wav,唉
External24 00057.wav,给我一块铁矿，我就当做抵了这段额外路费，再去找那个什么公子怎样。
External24 00058.wav,最后一出好戏，可不能缺了你们两位重要的看客。
External24 00059.wav,噢竟然发生了这样的事，啊这一段真是妙妙不可言。
External24 00060.wav,尽管交给我吧。
External24 00061.wav,而且蒙得有很多缘优势，啊说不定能打听到你哥哥的消息。
External24 00062.wav,啊
External24 00063.wav, Ha. 
External24 00064.wav,
External24 00065.wav,原来这样的态度就已经是心情好了。
External24 00066.wav,不然的话，难道丽莎还有什么更厉害的惩罚方式？
External24 00067.wav,说起来已经到了心璃月好的时间。
External24 00068.wav,往北边走，有家旺叔客站，听说那里的饭菜特别美味，我们就去那边尝尝。
External24 00069.wav,啊那当然是我们的情团长了。呃
External24 00070.wav,我们几兄弟都是商人，刚在李粤港做完生意，准备回蒙德。
External24 00071.wav,哇你居然全用掉了。那么大的量，一会儿这里会很壮观吧。
External24 00072.wav,啊鸡是归为黄女，在这样的时辰也不免困法。
External24 00073.wav,因为这是真正神灵才知道的秘密啊。总之我们是不需要神之眼这种初级器官的。
External24 00074.wav,
External24 00075.wav,好痛。
External24 00076.wav,可是知道骑士团的墙是不能炸的，虽然打通了能从金边市出去很方便，但凯亚哥哥说这样做了以后，秦团长恐怕会让我再也见不到第二天的太阳。
External24 00077.wav,
External24 00078.wav,
External24 00079.wav,您要能多抢一辆车，这宁光大人指缝里漏出的好处，就能比同行多得一两分喽。
External24 00080.wav,疯丫头，你是早就发现这里有风场，这才敢跳下来的吧。
External24 00081.wav,终于等到你们了。
External24 00082.wav,而且也算是帮婆婆的忙了呢。
External24 00083.wav,如果他们值得托付，事情也不会走到这一步。
External24 00084.wav,难道还有走回头路的必要吗？
External24 00085.wav,那么去哪里摇香膏比较好呢？
External24 00086.wav,好啦孩子们那个领导我也没有放多远，你们也别太操心了。
External24 00087.wav,嗯不瞒你们说，我可是暗夜英雄的目击者之一。
External24 00088.wav,不然你们为什么不通知我？还是自己过来了？
External24 00089.wav,
External24 00090.wav,嗯好奇怪的说法。
External24 00091.wav,那么我们该在哪里呼唤风魔龙。
External24 00092.wav,迪华州曾经一度荒芜，虽然是过去好多年，好几百年的事了。
External24 00093.wav,我记得来的路上有个秋秋然营地，那里多半就有能做汤的地方。
External24 00094.wav,好绕路吧我们上去。
External24 00095.wav,我是他的旅伴，正在陪他一起寻找哥哥。
External24 00096.wav,
External24 00097.wav,为什么要打听风神的事？啊是因为特瓦林吗？
External24 00098.wav,我家姥爷还有钥匙再说。就不和你纠缠了。
External24 00099.wav,道路不同罢了。
External24 00100.wav,嗯就是这样熟，查尔斯先生所说。
External24 00101.wav,个人这座庙宇的深处有非常强的元素反应呢。
External24 00102.wav,如果有风场的话，说不定就能飞上去了。
External24 00103.wav,
External24 00104.wav,我肩负着西风骑士团的信任，还有蒙德民众的期待。为此我不能松懈。
External24 00105.wav,啊你们是。
External24 00106.wav,
External24 00107.wav,好像是扑起来的时候，正好撞到了关上的门。
External24 00108.wav,现在就先跟我来吧。我们要去城区的高处。
External24 00109.wav,当然能不能得到神的回应，就只有试过才知道了。
External24 00110.wav,效果似乎已经超过预期了。
External24 00111.wav,看来能到处收集食材，靠的不只是气势吗？
External24 00112.wav,曾演巨人封锁以后，我家矿石生意很不好做，与人重还在下黑手。
External24 00113.wav,想要吃点提神的，嗯吃虎盐倒是有盘不错的店。
External24 00114.wav,
External24 00115.wav,呃也不能说是骗子吧，因为斯坦利的冒险故事和经历都是真的。呀
External24 00116.wav,呃呃唉呀好像是这么说过。
External24 00117.wav,啊哈小鬼。欢迎加入冒险家协会。
External24 00118.wav,他们快坚持不住了。继续上啊把石婆都抢过来。
External24 00119.wav,啊
External24 00120.wav,真是不好意思丽莎小姐。下班后我会自己送去图书馆的。
External24 00121.wav,上次我们说到哪里了？
External24 00122.wav,哈哈
External24 00123.wav,放心，冒险家协会无需会费，也更不会强制冒险家履行什么义务。
External24 00124.wav,啊
External24 00125.wav,嗯若你答应就跟我来吧，详细的情况我们路上再说。
External24 00126.wav,
External24 00127.wav,这样啊勤的工作好像比预想的还要辛苦呢。
External24 00128.wav,小姐喜欢看小说，噢猴子这个名字也是他从喜欢的小说里挑的。
External24 00129.wav,虽然那条龙非常凶恶，但只要代理团长下定决心，就没有不能讨伐的道理。
External24 00130.wav,而且还不止一种元素，是大量元素共同成绩形成。
External24 00131.wav,
External24 00132.wav,到春香窑来看一下，嘛包您终生难忘。
External24 00133.wav,呃听一听。好了好了。
External24 00134.wav,嗯就是那棵非常显眼的大树，你一定也还有印象吧。
External24 00135.wav,走，别让我说第二次。
External24 00136.wav,如果有什么最新发现，我们就在这里再会吧。
External24 00137.wav,西方骑士团代理团长请蒙德的守护者。
External24 00138.wav,
External24 00139.wav,先走一步了，你就赶快检查一下损失吧。火车还能动吗？
External24 00140.wav,有点累了吗？那就在这里休息吧。我去为你沏茶，要全堂半堂，还是无糖。
External24 00141.wav,不行不能就这样回去见格罗利。
External24 00142.wav,自首就先不避了。我有另外的计划。
External24 00143.wav,鼓励这种个人英雄主义的做法，有失歧视团的权威。
External24 00144.wav,嗯嘿嘿等到勇者救出了公主，我会第一时间让全大陆传唱这首歌谣。
External24 00145.wav,当然还有狄卢克老爷的功劳，不然包场的费用可就要我们大出血了。
External24 00146.wav,风神、巴巴托斯、那家伙已经从蒙德消失了。
External24 00147.wav,啊好生气。这个人怎么自说自话的？
External24 00148.wav,应该就在这北边才对。不对？应该往南。
External24 00149.wav,就叫他书呆子好了。
External24 00150.wav,应该赶得上。
External24 00151.wav,嗯算了。如果是你送的话，我就偶尔在家当作睡衣穿穿好了。
External24 00152.wav,嘿你猜。
External24 00153.wav,野猪烹煮，我们好像没有这道菜。
External24 00154.wav,好了，就在这里吧。
External24 00155.wav,呵呵。你们两位是很有趣的人呢。
External24 00156.wav,别冲这么快，呀遗迹里很危险的。
External24 00157.wav,收到。就让大家伙见识一下侦查其实的勇气吧。
External24 00158.wav,没错。所以我这次就跟过来和你们一起行动了。
External24 00159.wav,
External24 00160.wav, Yeah。你能看到鹏鹏，别人都看不到砰砰的。
External24 00161.wav,啊
External24 00162.wav,啊别别走啊。喂唉大爷。
